       53516.158       1.0000000       1.3189177       0.0000000       0.0000000       1.6971000
       53518.830       6.0000000       3.8300496       2.1699504      0.24980000       4.6146000
       53522.356       1.0000000      0.98996017     0.010039833       0.0000000       1.7894000
       53524.951       1.0000000       1.0075300       0.0000000       0.0000000       1.7836000
       53527.637       0.0000000       1.2748921       0.0000000       0.0000000       1.1479000
       53530.288       6.0000000       1.2619492       4.7380508       2.5855000       7.5739000
       53532.891       1.0000000       1.1898406       0.0000000       0.0000000       1.7302000
       53536.062       5.0000000       1.2110727       3.7889273       1.8498000       6.4125000
       53539.482       0.0000000       1.0543860       0.0000000       0.0000000       1.1479000
       53542.223       1.0000000       1.1021076       0.0000000       0.0000000       1.7548000
       53545.254       3.0000000       1.2553425       1.7446575      0.35890000       3.7594000
       53547.905       5.0000000       1.7651893       3.2348107       1.3138000       5.8253000
       53550.566       9.0000000       2.6707808       6.3292192       3.6325000       9.7034000
       53554.066       2.0000000       1.4688046      0.53119539       0.0000000       2.3926000
       53557.327       3.0000000       1.5742244       1.4257756     0.096500000       3.3224000
