       53516.158       2.0000000      0.19941240       1.8005876      0.66620000       3.6515000
       53518.830       2.0000000      0.89446552       1.1055345     0.040900000       2.7742000
       53522.356       2.0000000      0.19022209       1.8097779      0.67520000       3.6612000
       53524.951       2.0000000      0.20260834       1.7973917      0.66310000       3.6482000
       53527.637       2.0000000      0.23345562       1.7665444      0.63280000       3.6155000
       53530.288       3.0000000      0.23968165       2.7603184       1.3136000       4.9083000
       53532.891       1.0000000      0.18934522      0.81065478     0.088500000       2.2688000
       53536.062       2.0000000      0.16554078       1.8344592      0.69950000       3.6868000
       53539.482       2.0000000      0.18889368       1.8111063      0.67650000       3.6625000
       53542.223       2.0000000      0.19564415       1.8043559      0.66980000       3.6555000
       53545.254       2.0000000      0.25564332       1.7443567      0.61130000       3.5916000
       53547.905       2.0000000      0.31242707       1.6875729      0.55650000       3.5294000
       53550.566       4.0000000      0.48375162       3.5162484       1.8064000       5.9185000
       53554.066       1.0000000      0.21668561      0.78331439     0.063700000       2.2296000
       53557.327       1.0000000      0.21032870      0.78967130     0.069500000       2.2388000
