       53516.158             NaN             NaN             NaN             NaN             NaN
       53518.830             NaN             NaN             NaN             NaN             NaN
       53522.356             NaN             NaN             NaN             NaN             NaN
       53524.951             NaN             NaN             NaN             NaN             NaN
       53527.637             NaN             NaN             NaN             NaN             NaN
       53530.288             NaN             NaN             NaN             NaN             NaN
       53532.891             NaN             NaN             NaN             NaN             NaN
       53536.062             NaN             NaN             NaN             NaN             NaN
       53539.482             NaN             NaN             NaN             NaN             NaN
       53542.223             NaN             NaN             NaN             NaN             NaN
       53545.254       3.0000000      0.15216883       2.8478312       1.4009000       4.9962000
       53547.905       4.0000000      0.43157091       3.5684291       1.8585000       5.9711000
       53550.566       1.0000000      0.60119933      0.39880067       0.0000000       1.9423000
       53554.066       4.0000000      0.37226965       3.6277303       1.9176000       6.0305000
       53557.327       4.0000000      0.38182062       3.6181794       1.9082000       6.0209000
