       53516.158       26.000000      0.39664466       25.603355       20.817700       31.059600
       53518.830       66.000000       1.1201937       64.879806       57.076100       73.351800
       53522.356       23.000000      0.33191986       22.668080       18.184500       27.822800
       53524.951       36.000000      0.37224819       35.627752       29.943800       41.981300
       53527.637       24.000000      0.47779458       23.522205       18.935800       28.779500
       53530.288       36.000000      0.41195207       35.588048       29.904200       41.941500
       53532.891       16.000000      0.41056327       15.589437       11.898100       19.954100
       53536.062       49.000000      0.42576998       48.574230       41.892500       55.924600
       53539.482       58.000000      0.46501419       57.534986       50.238600       65.499700
       53542.223       49.000000      0.34527330       48.654727       41.973100       56.005200
       53545.254       45.000000      0.47655509       44.523445       38.133100       51.582800
       53547.905       31.000000      0.56178890       30.438211       25.185400       36.361200
       53550.566       30.000000      0.70994422       29.290056       24.127500       35.122800
       53554.066       21.000000      0.37548043       20.624520       16.353400       25.567400
       53557.327       41.000000      0.37203714       40.627963       34.541900       47.383300
