       53516.158       32.000000      0.14980102       31.850199       26.508500       37.861800
       53518.830       41.000000      0.74172514       40.258275       34.172300       47.013500
       53522.356       48.000000      0.15739717       47.842603       41.232600       55.121500
       53524.951       30.000000      0.16803265       29.831967       24.669400       35.664700
       53527.637       31.000000      0.17791611       30.822084       25.569300       36.745100
       53530.288       28.000000      0.15933171       27.840668       22.863300       33.488500
       53532.891       39.000000      0.15923978       38.840760       32.912500       45.438400
       53536.062       46.000000      0.14229159       45.857708       39.393300       52.991100
       53539.482       39.000000      0.15468836       38.845312       32.917100       45.442900
       53542.223       52.000000      0.15570271       51.844297       44.951900       59.405400
       53545.254       48.000000      0.15905179       47.840948       41.230900       55.119700
       53547.905       59.000000      0.20580758       58.794192       51.432600       66.824300
       53550.566       67.000000      0.41870323       66.581297       58.716300       75.114500
       53554.066       63.000000      0.12580408       62.874196       55.256900       71.159800
       53557.327       69.000000      0.14396534       68.856035       60.869900       77.510400
