       53516.158       1.0000000      0.12278077      0.87721923      0.14960000       2.3591000
       53518.830       4.0000000      0.63628422       3.3637158       1.6545000       5.7646000
       53522.356       7.0000000      0.42269498       6.5773050       4.2298000       9.6064000
       53524.951       7.0000000      0.39074720       6.6092528       4.2618000       9.6383000
       53527.637       6.0000000      0.53727803       5.4627220       3.3094000       8.3002000
       53530.288       12.000000      0.53569762       11.464302       8.3055000       15.298500
       53532.891       6.0000000      0.48237258       5.5176274       3.3643000       8.3551000
       53536.062       5.0000000      0.58615536       4.4138446       2.4713000       7.0439000
       53539.482       11.000000      0.64368313       10.356317       7.3439000       14.044800
       53542.223       8.0000000      0.61603249       7.3839675       4.8556000       10.591900
       53545.254       11.000000      0.87213966       10.127860       7.1155000       13.816400
       53547.905       9.0000000      0.96379333       8.0362067       5.3379000       11.412700
       53550.566       9.0000000       1.7293581       7.2706419       4.5725000       10.647200
       53554.066       9.0000000      0.73032026       8.2696797       5.5715000       11.646300
       53557.327       4.0000000      0.68706411       3.3129359       1.6043000       5.7131000
