       53516.158             NaN             NaN             NaN             NaN             NaN
       53518.830             NaN             NaN             NaN             NaN             NaN
       53522.356       1.0000000      0.16749566      0.83250434      0.10830000       2.2994000
       53524.951       3.0000000      0.14322809       2.8567719       1.4099000       5.0051000
       53527.637       5.0000000      0.30387159       4.6961284       2.7535000       7.3264000
       53530.288       4.0000000      0.26659388       3.7334061       2.0233000       6.1363000
       53532.891       2.0000000      0.30308616       1.6969138      0.56550000       3.5397000
       53536.062       10.000000      0.34123606       9.6587639       6.7995000       13.195100
       53539.482       6.0000000      0.28837576       5.7116242       3.5583000       8.5491000
       53542.223       4.0000000      0.28201073       3.7179893       2.0078000       6.1208000
       53545.254       2.0000000      0.25229214       1.7477079      0.61450000       3.5953000
       53547.905       4.0000000      0.26243855       3.7375614       2.0275000       6.1405000
       53550.566       4.0000000      0.51654649       3.4834535       1.7736000       5.8855000
       53554.066       4.0000000      0.22179365       3.7782063       2.0681000       6.1812000
       53557.327       11.000000      0.25143330       10.748567       7.7363000       14.437100
