       53516.158       11.000000       1.1583553       9.8416447       6.8294000       13.530200
       53518.830       10.000000       4.4250001       5.5749999       2.7369000       9.0789000
       53522.356       9.0000000       1.1013059       7.8986941       5.2005000       11.275300
       53524.951       14.000000       1.3721626       12.627837       9.1934000       16.736500
       53527.637       17.000000       1.1429512       15.857049       12.043200       20.343700
       53530.288       10.000000       1.2766430       8.7233570       5.8642000       12.259600
       53532.891       18.000000       1.2899024       16.710098       12.777400       21.315400
       53536.062       10.000000       1.4055140       8.5944860       5.7354000       12.130700
       53539.482       11.000000       1.3548488       9.6451512       6.6328000       13.333600
       53542.223       10.000000       1.3046281       8.6953719       5.8362000       12.231600
       53545.254       12.000000       1.4683707       10.531629       7.3728000       14.365700
       53547.905       18.000000       1.9516029       16.048397       12.115500       20.653600
       53550.566       11.000000       3.6661563       7.3338437       4.3232000       11.019800
       53554.066       17.000000       1.3572870       15.642713       11.828800       20.129400
       53557.327       15.000000       1.2797315       13.720268       10.155200       17.958900
